;Scopy version,f4beeb1
;Exported on,Monday March 03/03/2025
;Device,M2K
;Nr of samples,147456
;Sample rate,10000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
371,-0.7821,0.180213
372,-0.782,0.180213
373,-0.7819,0.180213
374,-0.7818,0.180213
375,-0.7817,0.180213
376,-0.7816,0.180213
377,-0.7815,0.180213
378,-0.7814,0.180213
379,-0.7813,0.180213
380,-0.7812,0.180213
381,-0.7811,0.180213
382,-0.781,0.180213
383,-0.7809,0.180213
384,-0.7808,0.180213
385,-0.7807,0.180213
386,-0.7806,0.180213
387,-0.7805,0.180213
388,-0.7804,0.180213
389,-0.7803,0.180213
390,-0.7802,0.180213
391,-0.7801,0.180213
392,-0.78,0.180213
393,-0.7799,0.180213
394,-0.7798,0.180213
395,-0.7797,0.180213
396,-0.7796,0.180213
397,-0.7795,0.180213
398,-0.7794,0.180213
399,-0.7793,0.180213
400,-0.7792,0.180213
401,-0.7791,0.180213
402,-0.779,0.180213
403,-0.7789,0.180213
404,-0.7788,0.180213
405,-0.7787,0.180213
406,-0.7786,0.180213
407,-0.7785,0.180213
408,-0.7784,0.180213
409,-0.7783,0.180213
410,-0.7782,0.180213
411,-0.7781,0.180213
412,-0.778,0.180213
413,-0.7779,0.180213
414,-0.7778,0.180213
415,-0.7777,0.180213
416,-0.7776,0.180213
417,-0.7775,0.180213
418,-0.7774,0.180213
419,-0.7773,0.180213
420,-0.7772,0.180213
421,-0.7771,0.180213
422,-0.777,0.180213
423,-0.7769,0.180213
424,-0.7768,0.180213
425,-0.7767,0.180213
426,-0.7766,0.180213
427,-0.7765,0.180213
428,-0.7764,0.180213
429,-0.7763,0.180213
430,-0.7762,0.180213
431,-0.7761,0.180213
432,-0.776,0.180213
433,-0.7759,0.180213
434,-0.7758,0.180213
435,-0.7757,0.180213
436,-0.7756,0.180213
437,-0.7755,0.180213
438,-0.7754,0.180213
439,-0.7753,0.180213
440,-0.7752,0.180213
441,-0.7751,0.180213
442,-0.775,0.180213
443,-0.7749,0.180213
444,-0.7748,0.180213
445,-0.7747,0.180213
446,-0.7746,0.180213
447,-0.7745,0.180213
